po_id,sku_id,supplier_id,po_date,promised_delivery_date,delivery_date,order_qty,unit_cost,shipping_mode,status,incoterm,currency,freight_cost,duty_cost
PO56396807,SKU2382683178,200914,2022-09-10,2022-09-24,2022-09-23,80,28.78,Rail,delivered,DAP,CNY,11.4,10.13
PO04687631,SKU0854478449,200991,2016-01-15,2016-02-05,2016-02-02,350,5.46,Air,delivered,CIF,USD,49.76,7.62
PO90773430,SKU0854478449,200991,2016-03-04,2016-03-25,2016-03-22,269,5.11,Air,delivered,DAP,USD,46.83,26.39
PO46023057,SKU0854478449,200991,2016-06-03,2016-06-24,2016-06-24,279,6.29,Air,delivered,CIF,USD,67.29,36.47
PO91360791,SKU0854478449,200991,2016-09-03,2016-09-24,2016-09-25,259,5.9,Air,delivered,DAP,USD,26.81,11.92
PO49192674,SKU0854478449,200991,2016-12-04,2016-12-25,2016-12-21,159,5.4,Air,delivered,CIF,USD,14.2,6.23
PO45157458,SKU0854478449,200991,2017-03-04,2017-03-25,2017-03-22,211,5.07,Air,delivered,CIF,USD,52.67,4.25
PO30815634,SKU0854478449,200991,2017-06-03,2017-06-24,2017-06-23,207,5.1,Air,delivered,FOB,USD,22.69,21.14
PO03755816,SKU0854478449,200991,2017-09-03,2017-09-24,2017-09-25,174,5.88,Air,delivered,EXW,USD,38.31,20.61
PO13131766,SKU0854478449,200991,2017-12-04,2017-12-25,2017-12-24,175,5.04,Air,delivered,DAP,USD,31.72,10.89
PO03999819,SKU0854478449,200991,2018-03-04,2018-03-25,2018-03-22,171,5.74,Air,delivered,EXW,USD,35.87,10.36
PO38213039,SKU0854478449,200991,2018-06-03,2018-06-24,2018-06-22,184,6.22,Air,delivered,EXW,USD,34.11,16.49
PO55009079,SKU0854478449,200991,2018-09-03,2018-09-24,2018-09-23,190,5.43,Air,delivered,FOB,USD,38.4,8.83
PO78762584,SKU0854478449,200991,2018-12-04,2018-12-25,2018-12-26,221,5.11,Air,delivered,EXW,USD,22.55,32.63
PO67545478,SKU0854478449,200991,2019-03-04,2019-03-25,2019-03-27,188,5.16,Air,delivered,EXW,USD,43.19,16.5
PO83560263,SKU0854478449,200991,2019-06-03,2019-06-24,2019-06-28,153,6.17,Air,delivered,DAP,USD,10.28,7.23
PO31056427,SKU0854478449,200991,2019-09-03,2019-09-24,2019-09-21,160,5.55,Air,delivered,CIF,USD,13.22,20.08
PO91976545,SKU0854478449,200991,2019-12-04,2019-12-25,2019-12-23,110,5.79,Air,delivered,DAP,USD,23.27,16.16
PO33674154,SKU0854478449,200991,2020-03-04,2020-03-25,2020-03-21,86,4.78,Air,delivered,DAP,USD,13.66,9.62
PO55471036,SKU0854478449,200991,2020-06-03,2020-06-24,2020-06-19,80,5.0,Air,delivered,EXW,USD,11.88,8.84
PO29848327,SKU0854478449,200991,2020-09-03,2020-09-24,2020-09-20,80,5.54,Air,delivered,EXW,USD,5.85,10.36
PO32492481,SKU0854478449,200991,2020-12-04,2020-12-25,2020-12-24,80,5.73,Air,delivered,DAP,USD,8.09,4.61
PO99713198,SKU0854478449,200991,2021-06-03,2021-06-24,2021-06-23,80,6.12,Air,delivered,DAP,USD,17.17,2.77
PO33981717,SKU0854478449,200991,2021-09-03,2021-09-24,2021-09-21,80,5.79,Air,delivered,EXW,USD,5.93,3.15
PO40009104,SKU0854478449,200991,2021-12-04,2021-12-25,2021-12-22,80,5.1,Air,delivered,CIF,USD,15.28,5.34
PO33089337,SKU7140396225,200983,2022-04-08,2022-04-17,2022-04-20,80,24.29,Land,delivered,CIF,MYR,5.85,3.89
PO19124537,SKU7140396225,200983,2022-04-08,2022-04-17,2022-04-18,350,20.7,Land,delivered,DAP,MYR,43.52,21.02
PO35602928,SKU7140396225,200983,2022-06-15,2022-06-24,2022-06-20,349,18.78,Land,delivered,CIF,MYR,32.53,23.22
PO23395148,SKU7140396225,200983,2022-09-15,2022-09-24,2022-10-03,408,21.16,Land,delivered,DAP,MYR,50.95,35.93
PO34781848,SKU4471900304,200914,2018-08-21,2018-09-04,2018-09-04,80,47.09,Rail,delivered,FOB,CNY,15.52,5.52
PO84993377,SKU4471900304,200914,2018-09-10,2018-09-24,2018-09-21,80,45.08,Rail,delivered,EXW,CNY,18.3,1.92
PO33077153,SKU4471900304,200914,2018-12-11,2018-12-25,2018-12-23,80,40.48,Rail,delivered,DAP,CNY,6.33,10.45
PO36496762,SKU4471900304,200914,2019-03-11,2019-03-25,2019-03-26,80,38.73,Rail,delivered,DAP,CNY,9.11,11.16
PO19718824,SKU4471900304,200914,2019-06-10,2019-06-24,2019-06-24,80,41.32,Rail,delivered,DAP,CNY,9.15,7.94
PO32310168,SKU4471900304,200914,2019-09-10,2019-09-24,2019-09-21,80,41.14,Rail,delivered,CIF,CNY,16.97,3.35
PO43566918,SKU4471900304,200914,2020-09-10,2020-09-24,2020-09-24,80,48.82,Rail,delivered,DAP,CNY,4.7,6.72
PO60149990,SKU4471900304,200914,2021-12-11,2021-12-25,2021-12-27,80,48.14,Rail,delivered,FOB,CNY,10.4,1.94
PO93491631,SKU4471900304,200914,2022-09-10,2022-09-24,2022-09-22,80,40.45,Rail,delivered,CIF,CNY,10.74,10.96
PO57353133,SKU5748392854,200782,2015-12-04,2015-12-25,2015-12-28,481,5.71,Air,delivered,EXW,EUR,59.76,42.05
PO08895441,SKU5748392854,200782,2016-03-04,2016-03-25,2016-03-25,377,5.85,Air,delivered,FOB,EUR,93.32,42.76
PO62323039,SKU5748392854,200782,2016-06-03,2016-06-24,2016-06-24,348,4.69,Air,delivered,DAP,EUR,20.6,24.1
PO45422601,SKU5748392854,200782,2016-09-03,2016-09-24,2016-09-22,392,5.08,Air,delivered,FOB,EUR,49.39,33.7
PO26096133,SKU5748392854,200782,2016-12-04,2016-12-25,2016-12-26,322,6.07,Air,delivered,DAP,EUR,19.82,26.58
PO44440088,SKU5748392854,200782,2017-03-04,2017-03-25,2017-03-24,362,6.12,Air,delivered,FOB,EUR,50.64,41.63
PO81638729,SKU5748392854,200782,2017-06-03,2017-06-24,2017-06-26,343,5.56,Air,delivered,CIF,EUR,48.95,11.35
PO44910081,SKU5748392854,200782,2017-09-03,2017-09-24,2017-09-20,335,5.29,Air,delivered,DAP,EUR,78.32,23.47
PO75665487,SKU5748392854,200782,2017-12-04,2017-12-25,2017-12-31,268,5.77,Air,delivered,CIF,EUR,50.41,18.65
PO55830859,SKU5748392854,200782,2018-03-04,2018-03-25,2018-03-23,337,5.42,Air,delivered,FOB,EUR,24.99,8.56
PO06499942,SKU5748392854,200782,2018-06-03,2018-06-24,2018-06-22,214,5.43,Air,delivered,DAP,EUR,22.44,27.0
PO45022219,SKU5748392854,200782,2018-09-03,2018-09-24,2018-09-26,189,5.12,Air,delivered,EXW,EUR,27.71,20.12
PO87551641,SKU5748392854,200782,2018-12-04,2018-12-25,2018-12-20,149,5.98,Air,delivered,EXW,EUR,8.72,4.71
PO48165283,SKU5748392854,200782,2019-03-04,2019-03-25,2019-03-22,80,5.61,Air,delivered,DAP,EUR,4.46,4.42
PO80331743,SKU5748392854,200782,2019-06-03,2019-06-24,2019-06-27,80,5.04,Air,delivered,FOB,EUR,17.75,8.04
PO29618009,SKU5748392854,200782,2019-09-03,2019-09-24,2019-09-22,80,5.0,Air,delivered,EXW,EUR,4.62,8.3
PO85901272,SKU5748392854,200782,2019-12-04,2019-12-25,2019-12-28,80,5.67,Air,delivered,DAP,EUR,17.51,7.75
PO52801792,SKU5748392854,200782,2020-03-04,2020-03-25,2020-03-26,80,5.27,Air,delivered,EXW,EUR,6.65,7.34
PO46414718,SKU5748392854,200782,2020-06-03,2020-06-24,2020-06-25,80,5.46,Air,delivered,DAP,EUR,7.62,8.9
PO13159364,SKU5468002294,200160,2017-02-02,2017-02-23,2017-02-17,393,4.08,Sea,delivered,FOB,EUR,57.45,32.08
PO35203040,SKU5468002294,200160,2017-03-04,2017-03-25,2017-03-24,351,3.6,Sea,delivered,FOB,EUR,82.09,10.24
PO04122921,SKU5468002294,200160,2017-06-03,2017-06-24,2017-06-24,361,3.8,Sea,delivered,CIF,EUR,58.38,29.48
PO83712685,SKU5468002294,200160,2017-09-03,2017-09-24,2017-09-27,275,4.33,Sea,delivered,EXW,EUR,56.28,14.39
PO89425360,SKU5468002294,200160,2017-12-04,2017-12-25,2017-12-30,221,4.11,Sea,delivered,CIF,EUR,38.71,17.48
PO10046376,SKU5468002294,200160,2018-03-04,2018-03-25,2018-03-26,283,4.54,Sea,delivered,FOB,EUR,57.99,27.7
PO37564398,SKU5468002294,200160,2018-06-03,2018-06-24,2018-06-22,245,4.55,Sea,delivered,DAP,EUR,45.95,31.03
PO17891446,SKU5468002294,200160,2018-09-03,2018-09-24,2018-09-24,293,3.43,Sea,delivered,FOB,EUR,54.74,30.31
PO06313053,SKU5468002294,200160,2018-12-04,2018-12-25,2018-12-25,317,3.78,Sea,delivered,FOB,EUR,16.68,41.0
PO19215666,SKU5468002294,200160,2019-03-04,2019-03-25,2019-03-24,257,3.76,Sea,delivered,DAP,EUR,62.78,21.08
PO05299865,SKU5468002294,200160,2019-06-03,2019-06-24,2019-06-18,199,3.74,Sea,delivered,CIF,EUR,49.06,28.4
PO71694148,SKU5468002294,200160,2019-09-03,2019-09-24,2019-09-26,203,3.86,Sea,delivered,EXW,EUR,45.84,5.46
PO32999052,SKU5468002294,200160,2019-12-04,2019-12-25,2019-12-26,264,3.9,Sea,delivered,FOB,EUR,28.67,19.26
PO12033724,SKU5468002294,200160,2020-03-04,2020-03-25,2020-03-25,243,4.19,Sea,delivered,FOB,EUR,12.16,27.22
PO07216894,SKU5468002294,200160,2020-06-03,2020-06-24,2020-06-23,199,4.26,Sea,delivered,EXW,EUR,11.63,24.96
PO44181534,SKU5468002294,200160,2020-09-03,2020-09-24,2020-09-22,179,3.78,Sea,delivered,FOB,EUR,41.5,24.98
PO52029331,SKU5468002294,200160,2020-12-04,2020-12-25,2020-12-25,160,3.57,Sea,delivered,EXW,EUR,17.17,10.8
PO32248546,SKU5468002294,200160,2021-03-04,2021-03-25,2021-03-26,156,3.96,Sea,delivered,EXW,EUR,11.18,11.73
PO57624746,SKU5468002294,200160,2021-06-03,2021-06-24,2021-06-24,108,3.58,Sea,delivered,EXW,EUR,5.45,3.16
PO27013328,SKU5468002294,200160,2021-09-03,2021-09-24,2021-09-23,106,3.49,Sea,delivered,DAP,EUR,24.9,5.07
PO27582726,SKU5468002294,200160,2021-12-04,2021-12-25,2021-12-24,80,3.99,Sea,delivered,CIF,EUR,19.71,5.32
PO95914064,SKU5468002294,200160,2022-03-04,2022-03-25,2022-04-01,80,4.1,Sea,delivered,CIF,EUR,10.77,8.12
PO64268434,SKU5468002294,200160,2022-06-03,2022-06-24,2022-06-24,80,3.91,Sea,delivered,DAP,EUR,13.96,9.65
PO34507816,SKU5468002294,200160,2022-09-03,2022-09-24,2022-09-27,80,3.79,Sea,delivered,CIF,EUR,15.37,5.53
PO16443539,SKU3750227445,200090,2022-05-09,2022-05-23,2022-05-19,286,3.65,Sea,delivered,CIF,CNY,41.98,10.14
PO31489232,SKU3750227445,200090,2022-06-10,2022-06-24,2022-06-20,373,4.13,Sea,delivered,CIF,CNY,69.9,45.15
PO39563816,SKU3750227445,200090,2022-09-10,2022-09-24,2022-09-21,476,4.69,Sea,delivered,FOB,CNY,73.46,11.98
PO58727099,SKU2614716610,200439,2021-08-06,2021-08-27,2021-08-25,120,18.88,Sea,delivered,DAP,USD,14.26,2.88
PO01608947,SKU2614716610,200439,2021-09-03,2021-09-24,2021-09-24,134,19.27,Sea,delivered,CIF,USD,6.87,19.03
PO39495100,SKU2614716610,200439,2021-12-04,2021-12-25,2021-12-25,120,21.23,Sea,delivered,DAP,USD,24.83,4.82
PO75652957,SKU2614716610,200439,2022-03-04,2022-03-25,2022-03-20,91,19.94,Sea,delivered,CIF,USD,15.92,2.11
PO56400067,SKU2614716610,200439,2022-06-03,2022-06-24,2022-06-19,80,19.35,Sea,delivered,CIF,USD,16.68,7.71
PO93245242,SKU2614716610,200439,2022-09-03,2022-09-24,2022-09-23,80,22.26,Sea,delivered,DAP,USD,6.36,8.16
PO85844850,SKU9602280382,200991,2020-09-27,2020-10-18,2020-10-15,139,5.51,Air,delivered,EXW,USD,23.43,9.15
PO91859451,SKU9602280382,200991,2020-09-27,2020-10-18,2020-10-18,719,5.41,Air,delivered,DAP,USD,93.11,72.34
PO96390022,SKU9602280382,200991,2020-12-04,2020-12-25,2020-12-27,689,5.63,Air,delivered,EXW,USD,92.14,89.77
PO62517699,SKU9602280382,200991,2021-03-04,2021-03-25,2021-03-26,853,4.85,Air,delivered,FOB,USD,210.68,30.05
PO68475682,SKU9602280382,200991,2021-06-03,2021-06-24,2021-06-29,843,5.76,Air,delivered,DAP,USD,188.82,104.03
PO76632696,SKU9602280382,200991,2021-09-03,2021-09-24,2021-09-30,1098,5.24,Air,delivered,EXW,USD,165.45,39.35
PO72571603,SKU9602280382,200991,2021-12-04,2021-12-25,2021-12-19,670,5.46,Air,delivered,CIF,USD,142.37,40.36
PO73464424,SKU9602280382,200991,2022-03-04,2022-03-25,2022-03-27,386,6.07,Air,delivered,FOB,USD,31.55,28.88
PO33026276,SKU9602280382,200991,2022-06-03,2022-06-24,2022-06-21,320,5.47,Air,delivered,DAP,USD,29.6,17.3
PO21015557,SKU9602280382,200991,2022-09-03,2022-09-24,2022-09-21,116,5.08,Air,delivered,EXW,USD,18.17,10.59
PO01209295,SKU9268292227,200439,2019-03-10,2019-03-31,2019-03-29,80,42.87,Sea,delivered,EXW,USD,16.67,10.7
PO49284349,SKU9268292227,200439,2019-03-04,2019-03-25,2019-03-24,240,40.71,Sea,delivered,DAP,USD,52.92,15.14
PO32750113,SKU9268292227,200439,2019-06-03,2019-06-24,2019-06-19,366,38.58,Sea,delivered,EXW,USD,78.91,48.03
PO10341671,SKU9268292227,200439,2019-09-03,2019-09-24,2019-09-22,511,36.9,Sea,delivered,DAP,USD,92.23,25.32
PO97144816,SKU9268292227,200439,2019-12-04,2019-12-25,2020-01-01,388,47.59,Sea,delivered,EXW,USD,38.13,56.46
PO09529166,SKU9268292227,200439,2020-03-04,2020-03-25,2020-03-30,410,37.9,Sea,delivered,CIF,USD,60.87,32.01
PO37329867,SKU9268292227,200439,2020-06-03,2020-06-24,2020-06-22,323,38.2,Sea,delivered,DAP,USD,31.35,26.64
PO09836322,SKU9268292227,200439,2020-09-03,2020-09-24,2020-09-25,258,39.91,Sea,delivered,DAP,USD,31.77,38.03
PO13503839,SKU9268292227,200439,2020-12-04,2020-12-25,2020-12-28,108,45.82,Sea,delivered,FOB,USD,21.37,7.11
PO90380971,SKU9268292227,200439,2021-03-04,2021-03-25,2021-03-23,80,41.28,Sea,delivered,CIF,USD,10.39,4.1
PO86807595,SKU9268292227,200439,2022-09-03,2022-09-24,2022-09-23,80,37.74,Sea,delivered,DAP,USD,12.69,11.15
PO07784583,SKU0409524346,200384,2016-06-14,2016-07-05,2016-07-03,222,4.75,Sea,delivered,EXW,GBP,21.35,5.2
PO07476302,SKU0409524346,200384,2016-06-03,2016-06-24,2016-06-23,770,5.03,Sea,delivered,EXW,GBP,125.35,92.52
PO67839259,SKU0409524346,200384,2016-09-03,2016-09-24,2016-09-24,913,5.59,Sea,delivered,EXW,GBP,133.59,39.5
PO96533861,SKU0409524346,200384,2016-12-04,2016-12-25,2016-12-21,924,4.96,Sea,delivered,FOB,GBP,203.69,39.35
PO41232096,SKU0409524346,200384,2017-03-04,2017-03-25,2017-03-22,935,5.98,Sea,delivered,DAP,GBP,158.34,131.44
PO95273840,SKU0409524346,200384,2017-06-03,2017-06-24,2017-06-22,969,5.01,Sea,delivered,EXW,GBP,154.94,63.45
PO64277949,SKU0409524346,200384,2017-09-03,2017-09-24,2017-09-27,1050,4.85,Sea,delivered,FOB,GBP,243.97,128.57
PO10361420,SKU0409524346,200384,2017-12-04,2017-12-25,2017-12-19,1046,4.68,Sea,delivered,FOB,GBP,158.03,56.44
PO60053101,SKU0409524346,200384,2018-03-04,2018-03-25,2018-03-28,1009,5.75,Sea,delivered,DAP,GBP,109.94,136.4
PO34420111,SKU0409524346,200384,2018-06-03,2018-06-24,2018-06-28,895,5.56,Sea,delivered,EXW,GBP,112.29,77.48
PO80204407,SKU0409524346,200384,2018-09-03,2018-09-24,2018-09-21,969,5.03,Sea,delivered,CIF,GBP,64.11,63.01
PO87869975,SKU0409524346,200384,2018-12-04,2018-12-25,2018-12-25,985,5.77,Sea,delivered,EXW,GBP,207.51,132.36
PO83674852,SKU0409524346,200384,2019-03-04,2019-03-25,2019-03-26,841,4.76,Sea,delivered,CIF,GBP,97.27,81.68
PO86234778,SKU0409524346,200384,2019-06-03,2019-06-24,2019-06-25,733,6.18,Sea,delivered,CIF,GBP,39.54,49.46
PO59140993,SKU0409524346,200384,2019-09-03,2019-09-24,2019-09-26,466,5.63,Sea,delivered,EXW,GBP,42.75,46.22
PO40970064,SKU0409524346,200384,2019-12-04,2019-12-25,2019-12-26,280,4.76,Sea,delivered,CIF,GBP,56.99,17.0
PO98745895,SKU0409524346,200384,2020-03-04,2020-03-25,2020-03-21,125,5.51,Sea,delivered,FOB,GBP,27.36,9.29
PO63630479,SKU0409524346,200384,2020-06-03,2020-06-24,2020-06-23,136,4.74,Sea,delivered,FOB,GBP,31.61,6.44
PO14184558,SKU0409524346,200384,2020-09-03,2020-09-24,2020-09-14,139,5.5,Sea,delivered,EXW,GBP,26.57,10.06
PO48185501,SKU0409524346,200384,2020-12-04,2020-12-25,2020-12-24,161,5.74,Sea,delivered,DAP,GBP,36.22,22.98
PO21781927,SKU0409524346,200384,2021-03-04,2021-03-25,2021-03-28,159,5.45,Sea,delivered,FOB,GBP,14.79,23.51
PO26616230,SKU0409524346,200384,2021-06-03,2021-06-24,2021-06-19,80,6.12,Sea,delivered,EXW,GBP,7.45,6.94
PO44229048,SKU5966165534,200231,2015-12-15,2015-12-25,2015-12-26,295,10.17,Sea,delivered,CIF,JPY,48.33,43.19
PO20336141,SKU5966165534,200231,2016-03-15,2016-03-25,2016-03-25,395,10.19,Sea,delivered,FOB,JPY,85.83,52.85
PO68056941,SKU5966165534,200231,2016-06-14,2016-06-24,2016-06-23,361,11.13,Sea,delivered,EXW,JPY,67.16,52.18
PO15241994,SKU5966165534,200231,2016-09-14,2016-09-24,2016-09-24,477,12.03,Sea,delivered,EXW,JPY,78.26,17.31
PO65490195,SKU5966165534,200231,2016-12-15,2016-12-25,2016-12-29,381,11.27,Sea,delivered,DAP,JPY,36.41,49.3
PO40830100,SKU5966165534,200231,2017-03-15,2017-03-25,2017-03-22,418,10.09,Sea,delivered,CIF,JPY,34.19,24.26
PO41761034,SKU5966165534,200231,2017-06-14,2017-06-24,2017-06-25,379,12.26,Sea,delivered,CIF,JPY,66.89,30.83
PO26757906,SKU5966165534,200231,2017-09-14,2017-09-24,2017-09-23,462,11.38,Sea,delivered,CIF,JPY,27.67,17.09
PO20554827,SKU5966165534,200231,2017-12-15,2017-12-25,2017-12-26,309,12.84,Sea,delivered,EXW,JPY,64.63,7.17
PO60187273,SKU5966165534,200231,2018-03-15,2018-03-25,2018-03-28,300,9.81,Sea,delivered,EXW,JPY,30.1,36.45
PO38078869,SKU5966165534,200231,2018-06-14,2018-06-24,2018-06-28,346,10.96,Sea,delivered,CIF,JPY,51.84,41.24
PO29722595,SKU5966165534,200231,2018-09-14,2018-09-24,2018-09-21,550,12.85,Sea,delivered,EXW,JPY,126.15,39.61
PO65696460,SKU5966165534,200231,2018-12-15,2018-12-25,2018-12-23,391,12.92,Sea,delivered,DAP,JPY,75.24,10.7
PO48502536,SKU5966165534,200231,2019-03-15,2019-03-25,2019-03-23,310,12.19,Sea,delivered,EXW,JPY,33.82,20.98
PO16451516,SKU5966165534,200231,2019-06-14,2019-06-24,2019-06-19,411,10.82,Sea,delivered,EXW,JPY,102.45,27.04
PO69790067,SKU5966165534,200231,2019-09-14,2019-09-24,2019-09-23,515,12.55,Sea,delivered,FOB,JPY,111.36,44.22
PO09982273,SKU5966165534,200231,2019-12-15,2019-12-25,2019-12-27,327,12.11,Sea,delivered,DAP,JPY,74.39,31.91
PO95670040,SKU5966165534,200231,2020-03-15,2020-03-25,2020-03-22,382,11.57,Sea,delivered,FOB,JPY,51.53,38.58
PO54764054,SKU5966165534,200231,2020-06-14,2020-06-24,2020-06-20,325,12.12,Sea,delivered,CIF,JPY,17.21,18.03
PO13149841,SKU5966165534,200231,2020-09-14,2020-09-24,2020-09-20,450,10.6,Sea,delivered,CIF,JPY,31.77,23.33
PO05456429,SKU5966165534,200231,2020-12-15,2020-12-25,2020-12-28,336,10.15,Sea,delivered,DAP,JPY,18.1,41.91
PO43393529,SKU5966165534,200231,2021-03-15,2021-03-25,2021-03-26,370,10.5,Sea,delivered,EXW,JPY,51.34,49.74
PO32149092,SKU5966165534,200231,2021-06-14,2021-06-24,2021-06-22,316,11.38,Sea,delivered,FOB,JPY,60.61,41.88
PO08137006,SKU5966165534,200231,2021-09-14,2021-09-24,2021-09-21,392,12.31,Sea,delivered,DAP,JPY,64.86,7.86
PO57459130,SKU5966165534,200231,2021-12-15,2021-12-25,2021-12-23,306,11.18,Sea,delivered,FOB,JPY,25.15,38.46
PO91228950,SKU5966165534,200231,2022-03-15,2022-03-25,2022-03-22,343,12.2,Sea,delivered,EXW,JPY,74.72,46.17
PO91887127,SKU5966165534,200231,2022-06-14,2022-06-24,2022-06-27,295,10.77,Sea,delivered,FOB,JPY,56.74,27.32
PO35510787,SKU5966165534,200231,2022-09-14,2022-09-24,2022-09-22,348,11.03,Sea,delivered,DAP,JPY,28.94,48.34
PO78323588,SKU4250546449,200099,2021-09-06,2021-09-20,2021-09-19,154,14.23,Sea,delivered,EXW,KRW,21.95,5.94
PO08113850,SKU4250546449,200099,2021-09-10,2021-09-24,2021-09-23,398,12.69,Sea,delivered,EXW,KRW,45.05,55.5
PO07761868,SKU4250546449,200099,2021-12-11,2021-12-25,2021-12-23,436,14.15,Sea,delivered,DAP,KRW,67.19,56.54
PO23943125,SKU4250546449,200099,2022-03-11,2022-03-25,2022-03-23,267,13.98,Sea,delivered,EXW,KRW,53.09,7.72
PO97053517,SKU4250546449,200099,2022-06-10,2022-06-24,2022-06-20,157,13.7,Sea,delivered,FOB,KRW,38.03,14.61
PO26036198,SKU4250546449,200099,2022-09-10,2022-09-24,2022-09-27,80,12.97,Sea,delivered,CIF,KRW,10.56,4.47
PO71259484,SKU5257232418,200485,2018-09-09,2018-09-30,2018-09-30,200,3.82,Sea,delivered,DAP,SEK,10.95,16.58
PO89095917,SKU5257232418,200485,2018-09-03,2018-09-24,2018-09-23,535,3.8,Sea,delivered,FOB,SEK,133.62,71.85
PO58361854,SKU5257232418,200485,2018-12-04,2018-12-25,2018-12-25,722,3.26,Sea,delivered,EXW,SEK,149.96,55.77
PO69941360,SKU5257232418,200485,2019-03-04,2019-03-25,2019-03-24,693,3.81,Sea,delivered,CIF,SEK,148.12,65.5
PO97171007,SKU5257232418,200485,2019-06-03,2019-06-24,2019-06-21,806,3.82,Sea,delivered,FOB,SEK,102.03,116.46
PO82429362,SKU5257232418,200485,2019-09-03,2019-09-24,2019-09-20,944,4.0,Sea,delivered,DAP,SEK,195.3,113.19
PO06574752,SKU5257232418,200485,2019-12-04,2019-12-25,2019-12-26,908,3.72,Sea,delivered,EXW,SEK,171.59,55.06
PO72633769,SKU5257232418,200485,2020-03-04,2020-03-25,2020-03-26,933,3.85,Sea,delivered,DAP,SEK,125.25,87.55
PO03840626,SKU5257232418,200485,2020-06-03,2020-06-24,2020-06-20,989,3.47,Sea,delivered,FOB,SEK,87.59,35.61
PO18190565,SKU5257232418,200485,2020-09-03,2020-09-24,2020-09-27,1138,3.72,Sea,delivered,CIF,SEK,74.49,56.32
PO38690565,SKU5257232418,200485,2020-12-04,2020-12-25,2020-12-25,1008,3.67,Sea,delivered,FOB,SEK,81.82,102.59
PO20736440,SKU5257232418,200485,2021-03-04,2021-03-25,2021-03-24,1030,3.29,Sea,delivered,FOB,SEK,196.4,140.82
PO35604023,SKU5257232418,200485,2021-06-03,2021-06-24,2021-06-22,1087,3.49,Sea,delivered,EXW,SEK,70.88,23.1
PO05944277,SKU5257232418,200485,2021-09-03,2021-09-24,2021-09-24,840,3.91,Sea,delivered,DAP,SEK,205.37,113.17
PO41684090,SKU5257232418,200485,2021-12-04,2021-12-25,2021-12-24,984,3.57,Sea,delivered,FOB,SEK,120.11,35.49
PO37061411,SKU5257232418,200485,2022-03-04,2022-03-25,2022-03-26,992,3.77,Sea,delivered,FOB,SEK,160.75,146.92
PO40414653,SKU5257232418,200485,2022-06-03,2022-06-24,2022-06-21,821,4.01,Sea,delivered,CIF,SEK,180.27,81.71
PO01177134,SKU5257232418,200485,2022-09-03,2022-09-24,2022-09-26,959,3.46,Sea,delivered,CIF,SEK,87.41,39.44
PO03132896,SKU2377703159,200769,2018-05-02,2018-05-23,2018-05-24,100,66.45,Air,delivered,DAP,EUR,23.42,7.81
PO75379618,SKU2377703159,200769,2018-06-03,2018-06-24,2018-06-20,111,73.59,Air,delivered,DAP,EUR,19.72,9.36
PO75949178,SKU2377703159,200769,2018-09-03,2018-09-24,2018-09-21,109,63.11,Air,delivered,EXW,EUR,21.85,4.9
PO88222850,SKU2377703159,200769,2018-12-04,2018-12-25,2018-12-25,102,66.06,Air,delivered,DAP,EUR,24.62,12.85
PO23384240,SKU2377703159,200769,2019-03-04,2019-03-25,2019-03-24,80,63.33,Air,delivered,CIF,EUR,4.15,4.01
PO96656612,SKU2377703159,200769,2019-06-03,2019-06-24,2019-06-22,80,68.94,Air,delivered,DAP,EUR,12.29,3.67
PO08326336,SKU2377703159,200769,2019-09-03,2019-09-24,2019-09-21,86,73.96,Air,delivered,FOB,EUR,11.3,9.71
PO77543891,SKU2377703159,200769,2019-12-04,2019-12-25,2019-12-25,80,72.75,Air,delivered,DAP,EUR,18.47,7.48
PO75422577,SKU2377703159,200769,2020-03-04,2020-03-25,2020-03-25,80,81.71,Air,delivered,DAP,EUR,8.33,7.12
PO83020843,SKU2377703159,200769,2020-06-03,2020-06-24,2020-06-24,80,73.03,Air,delivered,EXW,EUR,9.13,6.24
PO04052211,SKU2377703159,200769,2020-09-03,2020-09-24,2020-09-19,97,81.38,Air,delivered,FOB,EUR,12.84,13.29
PO80383352,SKU2377703159,200769,2020-12-04,2020-12-25,2020-12-22,80,78.27,Air,delivered,EXW,EUR,6.08,7.02
PO20601562,SKU2377703159,200769,2021-03-04,2021-03-25,2021-03-29,80,75.07,Air,delivered,CIF,EUR,14.81,1.69
PO14709318,SKU2377703159,200769,2021-06-03,2021-06-24,2021-06-26,80,69.81,Air,delivered,DAP,EUR,12.11,5.32
PO68398375,SKU2377703159,200769,2021-09-03,2021-09-24,2021-09-29,80,70.04,Air,delivered,DAP,EUR,18.65,8.1
PO25008296,SKU2377703159,200769,2021-12-04,2021-12-25,2021-12-26,99,72.12,Air,delivered,CIF,EUR,6.51,3.62
PO37820788,SKU2377703159,200769,2022-03-04,2022-03-25,2022-03-24,80,79.62,Air,delivered,EXW,EUR,17.51,4.26
PO21058482,SKU2377703159,200769,2022-06-03,2022-06-24,2022-06-25,80,62.74,Air,delivered,FOB,EUR,8.56,9.39
PO94223090,SKU2377703159,200769,2022-09-03,2022-09-24,2022-09-24,96,62.81,Air,delivered,EXW,EUR,15.25,14.36
PO95423039,SKU8185788985,200983,2015-12-16,2015-12-25,2015-12-25,80,79.47,Land,delivered,EXW,MYR,5.97,4.55
PO38493711,SKU8185788985,200983,2016-03-16,2016-03-25,2016-03-19,80,69.83,Land,delivered,FOB,MYR,4.6,3.23
